file,title,category,paperurl,other_urls
2014-07-01-fast-dynamic-binary-rewriting.md,Fast Dynamic Binary Rewriting for flexible thread migration on shared-ISA heterogeneous MPSoCs,conferences,https://doi.org/10.1109/SAMOS.2014.6893207,
2014-09-04-microservers-hpc.md,The Challenges and Opportunities of Micro-Servers in the HPC Ecosystem,invited,"https://www.qub.ac.uk/sites/CCDCS14/FileStore/Filetoupload,442317,en.pdf",
2014-10-01-nanostreams-advancing-hardware-software.md,NanoStreams: Advancing the hardware and software stack for real-time analytics on fast data streams,conferences,https://ieeexplore.ieee.org/abstract/document/7058143,
2014-10-01-power-capped-dvfs-thread-allocation.md,Power-capped DVFS and thread allocation with ANN models on modern NUMA systems,conferences,https://doi.org/10.1109/ICCD.2014.6974701,
2014-11-01-distributed-region-based-memory-allocation.md,Distributed region-based memory allocation and synchronization,manuscripts,https://doi.org/10.1177/1094342014552863,
2014-11-01-hybrid-address-spaces-methodology.md,Hybrid address spaces: A methodology for implementing scalable high-level programming models on non-coherent many-core architectures,manuscripts,https://doi.org/10.1016/j.jss.2014.06.058,
2014-11-01-viability-microservers-financial-analytics.md,On the Viability of Microservers for Financial Analytics,workshops,https://doi.org/10.1109/WHPCF.2014.11,
2014-11-16-e2sc.md,Proceedings of the 2nd International Workshop on Energy Efficient Supercomputing,volumes,https://dl.acm.org/doi/proceedings/10.5555/2689710,
2014-12-01-cactos-cloud-vision.md,The CACTOS Vision of Context-Aware Cloud Topology Optimization and Simulation,conferences,https://doi.org/10.1109/CloudCom.2014.62,
2014-12-10-power-modelling-capping-heterogeneous-socs.md,Power modelling and capping for heterogeneous ARM/FPGA SoCs,conferences,https://doi.org/10.1109/FPT.2014.7082782,
2015-01-01-guest-editorial-energy-efficient-computing-adaptive.md,Special Issue: Energy efficient computing with adaptive and heterogeneous architectures,volumes,,
2015-01-01-power-energy-implications-threads-xeon-phi.md,Power and Energy Implications of the Number of Threads Used on the Intel Xeon Phi. Multicore and GPU Programming,conferences,,
2015-01-01-power-energy-xeon-phi-threads.md,Power and energy implications of the number of threads used on the Intel Xeon Phi,manuscripts,,
2015-01-01-programming-managing-resources-accelerator.md,Programming and Managing Resources on Accelerator-Enabled Clusters,techreports,,
2015-01-01-realizing-accelerated-cost-effective-raid.md,Realizing Accelerated Cost-Effective Distributed RAID,bookchapters,https://doi.org/10.1007/978-1-4939-2092-1_25,
2015-01-01-tprof-energy-profiler.md,TProf: An Energy Profiler for Task-Parallel Programs,manuscripts,https://doi.org/10.1016/j.suscom.2014.07.004,
2015-02-01-significance-aware-model-conference.md,A Programming Model and Runtime System for Significance-Aware Energy-Efficient Computing,conferences,https://doi.org/10.1145/2688500.2688546,
2015-05-01-hybrid-dram-nvm-memory.md,Software-Managed Energy-Efficient Hybrid DRAM/NVM Main Memory,conferences,https://doi.org/10.1145/2742854.2742886,
2015-05-01-lightweight-tool-anomaly.md,A Lightweight Tool for Anomaly Detection in Cloud Data Centres,conferences,https://doi.org/10.5220/0005453403430351,
2015-05-01-significance-driven-hpc.md,On the Potential of Significance-Driven Execution for Energy-Aware HPC,manuscripts,https://doi.org/10.1007/s00450-014-0265-9,
2015-05-18-significance-driven-programming-framework.md,A significance-driven programming framework for energy-constrained approximate computing,conferences,https://doi.org/10.1145/2742854.2742857,
2015-06-01-hybrid-memory-datastores.md,Energy-Efficient In-Memory Data Stores on Hybrid Memory Hierarchies,workshops,https://doi.org/10.1145/2771937.2771940,
2015-07-01-energy-efficiency-byte-addressable-nvm.md,On the Energy-Efficiency of Byte-Addressable Non-Volatile Memory,manuscripts,https://doi.org/10.1109/LCA.2014.2355195,
2015-08-01-significance-aware-model-journal.md,A Programming Model and Runtime System for Significance-Aware Energy-Efficient Computing,manuscripts,https://doi.org/10.1145/2858788.2688546,
2015-08-24-automated-cloud-simulation-models.md,Towards automated data-driven model creation for cloud computing simulation,conferences,https://doi.org/10.4108/eai.24-8-2015.2261129,
2015-09-01-hybrid-dram-nvm.md,Energy-Efficient Hybrid DRAM/NVM Main Memory,conferences,https://doi.org/10.1109/PACT.2015.58,
2015-09-01-iso-quality-service-ranking-servers.md,Iso-Quality of Service: Fairly Ranking Servers for Real-Time Data Analytics,manuscripts,https://doi.org/10.1142/S0129626415410042,
2015-10-01-alea-energy-profiling.md,ALEA: Fine-Grain Energy Profiling with Basic Block Sampling,conferences,https://doi.org/10.1109/PACT.2015.16,
2015-10-01-hpmc-memory-systems.md,HpMC: An Energy-aware Management System of Multi-level Memory Architectures,conferences,https://doi.org/10.1145/2818950.2818974,
2015-10-01-openmpe-energy-awareness.md,Application-Level Energy Awareness for OpenMP,workshops,https://doi.org/10.1007/978-3-319-24595-9_16,
2015-10-20-energy-efficient-hybrid-dram-nvm-poster.md,Energy-Efficient Hybrid DRAM/NVM Main Memory: ACM Student Research Competition,posters,https://ieeexplore.ieee.org/document/7429336/,
2015-11-01-e2sc-proceedings-energy-efficient-supercomputing.md,Proceedings of the 3rd International Workshop on Energy Efficient Supercomputing,volumes,https://doi.org/10.1145/2834800,
2015-12-01-power-capping-lessons.md,"Power Capping: What Works, What Does Not",conferences,https://doi.org/10.1109/ICPADS.2015.72,
2016-01-01-energy-optimization-unreliable-hardware.md,Energy Optimization of Parallel Workloads on Unreliable Hardware,workshops,https://pureadmin.qub.ac.uk/ws/portalfiles/portal/164130712/wapco2016_3_4.pdf,
2016-01-01-mini-symposium-energy-resilience-parallel-programming.md,Proceedings of the Mini-symposium on Energy and Resilience in Parallel Programming,volumes,https://doi.org/10.3233/978-1-61499-621-7-709,
2016-01-01-performance-fault-tolerance-preconditioned-solvers.md,Performance and Fault Tolerance of Preconditioned Iterative Solvers on Low-Power ARM Architectures,conferences,https://doi.org/10.3233/978-1-61499-621-7-711,
2016-01-20-energy-optimization-parallel-programs-unreliable-hardware.md,Energy Optimization of Parallel Programs on Unreliable Hardware,workshops,https://pureadmin.qub.ac.uk/ws/portalfiles/portal/164130712/wapco2016_3_4.pdf,
2016-02-25-methods-metrics-fair-server-assessment.md,Methods and metrics for fair server assessment under real-time financial workloads,manuscripts,https://doi.org/10.1002/cpe.3704,
2016-03-01-computational-significance-resilience-keynote.md,Using Computational Significance and Resilience in System Software Stacks: Keynote Talk,keynotes,,
2016-03-01-ecoscale-exascale-runtime.md,ECOSCALE: Reconfigurable Computing and Runtime System for Future Exascale Systems,conferences,https://ieeexplore.ieee.org/document/7459398,
2016-03-01-evaluating-fault-tolerance-asymmetric-multicore.md,Evaluating fault tolerance on asymmetric multicore systems-on-chip using iso-metrics,manuscripts,https://doi.org/10.1049/iet-cdt.2015.0056,
2016-03-01-ls-adt-lightweight-scalable-anomaly-detection.md,LS-ADT: Lightweight and Scalable Anomaly Detection for Cloud Datacentres,conferences,https://doi.org/10.1007/978-3-319-29582-4_8,
2016-03-15-operator-workflow-optimization-high-performance-analytics.md,Operator and Workflow Optimization for High-Performance Analytics,workshops,https://pureadmin.qub.ac.uk/ws/portalfiles/portal/18231163/paper.pdf,
2016-03-18-scorpio-significance-based-computing-reliability.md,SCoRPiO: Significance Based Computing for Reliability and Power Optimization,posters,,
2016-04-01-low-cost-hardware-infrastructure-energy-accounting.md,Low-Cost Hardware Infrastructure for Runtime Thread Level Energy Accounting,conferences,https://doi.org/10.1007/978-3-319-30695-7_21,
2016-04-01-vineyard-accelerators.md,"The VINEYARD Approach: Versatile, Integrated, Accelerator-Based, Heterogeneous Data Centres",conferences,https://doi.org/10.1007/978-3-319-30481-6_1,
2016-05-01-twincg-dual-thread-redundancy-conjugate-gradient.md,TwinCG: Dual Thread Redundancy with Forward Recovery for Conjugate Gradient Methods,techreports,https://arxiv.org/abs/1605.04580,
2016-05-01-varsys-introduction-ipdpsw.md,Proceedings of the Workshop on Variability in Computer Systems (VarSys),volumes,https://doi.org/10.1109/IPDPSW.2016.239,
2016-05-01-vineyard-project-versatile-integrated-accelerator.md,The VINEYARD project: Versatile integrated accelerator-based heterogeneous data centres,conferences,https://doi.org/10.1109/MOCAST.2016.7495121,
2016-05-14-hpta-library-high-performance-text-analytics.md,HPTA: A Library for High-Performance Text Analytics,techreports,https://d1wqtxts1xzle7.cloudfront.net/70247627/preprint-libre.pdf?1632659357=&response-content-disposition=inline%3B+filename%3DHPTA_High_performance_text_analytics.pdf&Expires=1748459037&Signature=c7m8Uo2YcQm~X-A2mg1LdQxMFHzRsyAgLNHSmkQa3-44ohB-~LIG5Evb~0vpbTbe8~z3FLiLDveHQQIFD6ZVRL4~lDm4DanGOvRUsS7kR3DpRJDHP6SJaVcE~ZHOUQ1vpWZKXGwUqIv-vVIXdZ-roDcrAMs6nhzCmuaFnJx5FaR9a-u3Q1X-apbZFhZ2rEkB0BIRFLncIO7NIE1~bW2fKvGy3BEKcjmsqJlmcNi-gM-~3RAsOMszs6nhtDJkvYmTG8DDjtt0F2RNsUZHr3R9ExGYSFJGSAcXAHXYCRGuVcgBpU0unBdqQTTRuj4d6xhZmENgdZl5bDZDda6EAroQIw__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,
2016-06-01-bddt-scc-task-parallel-runtime-non-cache-coherent.md,BDDT-SCC: A Task-parallel Runtime for Non Cache-Coherent Multicores,techreports,https://arxiv.org/abs/1606.04288,
2016-06-01-myrmics-scalable-dependency-aware-task.md,"Myrmics: Scalable, Dependency-aware Task Scheduling on Heterogeneous Manycores",techreports,https://arxiv.org/abs/1606.04282,
2016-06-01-scalable-runtime-ecoscale-heterogeneous.md,A Scalable Runtime for the ECOSCALE Heterogeneous Exascale Hardware Platform,workshops,https://doi.org/10.1145/2931088.2931090,
2016-07-01-brief-announcement-energy-optimization-memory-intensive.md,Brief Announcement: Energy Optimization of Memory Intensive Parallel Workloads,conferences,https://doi.org/10.1145/2935764.2935811,
2016-07-01-nanostreams-codesigned-microservers-edge.md,NanoStreams: Codesigned microservers for edge analytics in real time,conferences,https://doi.org/10.1109/SAMOS.2016.7818346,
2016-07-01-runtime-adaptive-power-capping.md,Runtime support for adaptive power capping on heterogeneous SoCs,conferences,https://doi.org/10.1109/SAMOS.2016.7818333,
2016-08-31-energy-efficient-computing-computational-significance-keynote.md,Energy Efficient Computing using Computational Significance Abstractions: Keynote Talk at the UK-China Workshop on Shaping the Low Carbon Energy Future,keynotes,,
2016-09-01-student-poster-scalable-graph-processing.md,Student Research Poster: A Scalable General Purpose System for Large-Scale Graph Processing,posters,https://doi.org/10.1145/2967938.2971465,
2016-09-01-twinpcg-dual-thread-redundancy.md,TwinPCG: Dual Thread Redundancy with Forward Recovery for Preconditioned Conjugate Gradient Methods,workshops,https://doi.org/10.1109/CLUSTER.2016.99,
2016-09-07-edge-computing-challenges.md,Challenges and Opportunities in Edge Computing,conferences,https://doi.org/10.1109/SmartCloud.2016.18,
2016-10-01-significance-aware-approx.md,Exploiting Significance of Computations for Energy-Constrained Approximate Computing,manuscripts,https://doi.org/10.1007/s10766-016-0409-6,
2016-10-15-accelerating-datacenter-applications-reconfigurable-dataflow.md,Accelerating Data Center Applications with Reconfigurable DataFlow Engines,workshops,http://h2rc.cse.sc.edu/,
2016-12-01-big-data-availability-selective-partial-checkpointing.md,Big data availability: Selective partial checkpointing for in-memory database queries,workshops,https://doi.org/10.1109/BigData.2016.7840926,
2016-12-01-hpta-high-performance-text-analytics.md,HPTA: High-performance text analytics,workshops,https://doi.org/10.1109/BigData.2016.7840632,
2016-12-01-scalable-composable-map-reduce-system.md,A scalable and composable map-reduce system,workshops,https://doi.org/10.1109/BigData.2016.7840854,
2016-12-01-special-issue-disruptive-technologies-energy-efficient.md,Special issue on Disruptive Technologies for Energy Efficient Computing,volumes,https://doi.org/10.1016/j.suscom.2016.11.005,
2016-12-02-energy-efficient-error-resilient-server-ecosystem.md,An Energy-Efficient and Error-Resilient Server Ecosystem Exceeding Conservative Scaling Limits,workshops,https://pureadmin.qub.ac.uk/ws/portalfiles/portal/137861716/ENeSCE_2017_paper_8.pdf,
2017-01-01-edge-as-a-service.md,Edge-as-a-Service: Towards Distributed Cloud Architectures,conferences,https://doi.org/10.3233/978-1-61499-843-3-784,
2017-01-01-programming-managing-accelerator-enabled-clusters.md,Programming and Managing Resources on Accelerator-Enabled Clusters,bookchapters,https://doi.org/10.1002/9781119332015.ch20,
2017-01-23-heterogeneous-servers-programmable-cores-dataflow.md,Heterogeneous Servers based on Programmable Cores and Dataflow Engines,workshops,https://pureadmin.qub.ac.uk/ws/portalfiles/portal/123397592/HiPEAC_ESCEC_2016.pdf,
2017-03-01-alea-energy-profiling.md,ALEA: A Fine-Grained Energy Profiling Tool,manuscripts,https://doi.org/10.1145/3050436,
2017-04-01-myminder-intercloud-migration.md,MyMinder: A User-centric Decision Making Framework for Intercloud Migration,conferences,https://doi.org/10.5220/0006355905880595,
2017-04-07-managed-acceleration-inmemory-database-workloads.md,Managed acceleration for In-Memory database analytic workloads,manuscripts,https://doi.org/10.1080/17445760.2016.1170832,
2017-05-01-dependency-aware-rollback-checkpoint-restart.md,Dependency-Aware Rollback and Checkpoint-Restart for Distributed Task-Based Runtimes,techreports,https://arxiv.org/abs/1705.10208,
2017-06-01-graphgrind-load-imbalance.md,GraphGrind: Addressing Load Imbalance of Graph Partitioning,conferences,https://doi.org/10.1145/3079079.3079097,
2017-07-01-access-aware-dram-failure-rate.md,Access-aware DRAM failure-rate estimation under relaxed refresh operations,conferences,https://doi.org/10.1109/SAMOS.2017.8344643,
2017-07-01-dram-refresh-stencil.md,Relaxing DRAM Refresh Rate through Access Pattern Scheduling: A Case Study on Stencil-Based Algorithms,conferences,https://doi.org/10.1109/IOLTS.2017.8046197,
2017-08-01-graph-analytics-locality.md,Accelerating Graph Analytics by Utilising the Memory Locality of Graph Partitioning,conferences,https://doi.org/10.1109/ICPP.2017.27,
2017-09-01-energy-efficiency-armv8-microservers.md,Energy Efficiency in ARMv8-based Microservers by Hardware Margins Identification,conferences,https://pure.qub.ac.uk/en/publications/energy-efficiency-in-armv8-based-microservers-by-hardware-margins,
2017-09-01-incremental-training-deep-cnns.md,Incremental Training of Deep Convolutional Neural Networks,workshops,https://arxiv.org/abs/1803.10232,
2017-09-01-reliability-aware-system-software-arm.md,Reliability-Aware System Software Support on ARM Microservers,conferences,https://pure.qub.ac.uk/en/publications/reliability-aware-system-software-support-on-arm-microservers,
2017-09-01-taxonomy-task-based-technologies-hpc.md,A Taxonomy of Task-Based Technologies for High Performance Computing,conferences,https://doi.org/10.1007/978-3-319-78054-2_25,
2017-10-01-gvirtus-gpu-remoting.md,On the Virtualization of CUDA Based GPU Remoting on ARM and X86 Machines in the GVirtuS Framework,manuscripts,https://doi.org/10.1007/s10766-016-0462-1,
2017-11-01-energy-efficient-transprecision-techniques.md,Energy-Efficient Transprecision Techniques for Iterative Refinement,posters,https://pureadmin.qub.ac.uk/ws/portalfiles/portal/135660665/sc_poster_draft_final.pdf,
2017-11-01-refine-fault-injection.md,"REFINE: Realistic Fault Injection via Compiler-Based Instrumentation for Accuracy, Portability and Speed",conferences,https://doi.org/10.1145/3126908.3126972,
2017-11-02-fish-fraud-reims.md,A Real Time Metabolomic Profiling Approach to Detecting Fish Fraud Using Rapid Evaporative Ionisation Mass Spectrometry,manuscripts,https://doi.org/10.1007/s11306-017-1291-y,
2017-12-01-error-resilient-server-ecosystems.md,Error-Resilient Server Ecosystems for Edge and Cloud Datacenters,manuscripts,https://doi.org/10.1109/MC.2017.4451208,
2017-12-01-fairgv-gpu-virtualization.md,FairGV: Fair and Fast GPU Virtualization,manuscripts,https://doi.org/10.1109/TPDS.2017.2717908,
2017-12-01-scalo-parallelism-orchestration.md,SCALO: Scalability-Aware Parallelism Orchestration for Multi-Threaded Workloads,manuscripts,https://doi.org/10.1145/3158643,
2018-01-01-dare-data-access-aware-refresh.md,DARE: Data-Access Aware Refresh via spatial-temporal application resilience on commodity servers,manuscripts,https://doi.org/10.1177/1094342017718612,
2018-01-01-docker-swarm-user-centric-decision-framework.md,Using Docker Swarm with a User-Centric Decision-Making Framework for Cloud Application Migration,conferences,https://doi.org/10.1007/978-3-319-94959-8_5,
2018-01-01-minisymposium-edge-computing.md,Proceedings of the MiniSymposium on Edge Computing,volumes,https://ebooks.iospress.nl/pdf/doi/10.3233/978-1-61499-843-3-783,
2018-01-01-power-modelling-heterogeneous-cloud-edge.md,Power Modelling for Heterogeneous Cloud-Edge Data Centers,conferences,https://doi.org/10.3233/978-1-61499-843-3-804,
2018-02-01-new-approaches-memory-reliability-big-data.md,New Approaches to Memory Reliability Management for Big Data Workloads,invited,,
2018-03-01-energy-efficient-server-ecosystem.md,An Energy-Efficient and Error-Resilient Server Ecosystem Exceeding Conservative Scaling Limits,conferences,https://doi.org/10.23919/DATE.2018.8342175,
2018-03-01-incremental-training-cnn.md,Incremental Training of Deep Convolutional Neural Networks,techreports,https://arxiv.org/abs/1803.10232,
2018-03-01-taxonomy-task-based-technologies-hpc.md,A Taxonomy of Task-Based Technologies for High-Performance Computing,conferences,https://doi.org/10.1007/978-3-319-78054-2_25,
2018-03-01-transprecision-computing.md,"The Transprecision Computing Paradigm: Concept, Design, and Applications",conferences,https://doi.org/10.23919/DATE.2018.8342176,
2018-04-01-task-taxonomy-hpc.md,A Taxonomy of Task-Based Parallel Programming Technologies for High-Performance Computing,manuscripts,https://doi.org/10.1007/s11227-018-2238-4,
2018-04-01-welcome-general-chairs-ispass.md,Proceedings of the IEEE International Symposium on Performance Analysis of Systems and Software (ISPASS),volumes,https://doi.org/10.1109/ISPASS.2018.00005,
2018-05-01-intra-node-gpu-coscheduling.md,Intra-Node Memory Safe GPU Co-Scheduling,manuscripts,https://doi.org/10.1109/TPDS.2017.2784428,
2018-06-01-energy-efficient-localised-rollback.md,Energy-efficient localised rollback after failures via data flow analysis,techreports,https://arxiv.org/abs/1806.01611,
2018-06-01-gpu-virtualization-survey.md,GPU Virtualization and Scheduling Methods: A Comprehensive Survey,manuscripts,https://doi.org/10.1145/3068281,
2018-06-01-vebo-vertex-edge-balanced-ordering.md,VEBO: A Vertex-and Edge-Balanced Ordering Heuristic to Load Balance Parallel Graph Processing,techreports,https://arxiv.org/abs/1806.06576,
2018-07-01-characterization-hpc-workloads-armv8.md,Characterization of HPC workloads on an ARMv8 based server under relaxed DRAM refresh and thermal stress,conferences,https://doi.org/10.1145/3229631.3236091,
2018-07-01-dram-characterization-relaxed-refresh.md,DRAM Characterization under Relaxed Refresh Period Considering System Level Effects within a Commodity Server,conferences,https://doi.org/10.1109/IOLTS.2018.8474184,
2018-07-01-minimization-timing-failures-pipelined-designs.md,Minimization of Timing Failures in Pipelined Designs via Path Shaping and Operand Truncation,conferences,https://doi.org/10.1109/IOLTS.2018.8474084,
2018-07-01-nanostreams-microserver-architecture.md,NanoStreams: A Microserver Architecture for Real-Time Analytics on Fast Data Streams,manuscripts,https://doi.org/10.1109/TMSCS.2017.2764087,
2018-07-01-vineyard-integrated-framework-accelerators.md,The VINEYARD integrated framework for hardware accelerators in the cloud,conferences,https://doi.org/10.1145/3229631.3236093,
2018-07-23-variation-aware-pipelined-cores.md,Variation-Aware Pipelined Cores through Path Shaping and Dynamic Cycle Adjustment: Case Study on a Floating-Point Unit,conferences,https://doi.org/10.1145/3218603.3218617,
2018-09-01-expediting-database-performance-respiratory.md,Expediting assessments of database performance for streams of respiratory parameters,manuscripts,https://doi.org/10.1016/j.compbiomed.2018.05.028,
2018-09-01-supporting-cloud-iaas-performance-violation-detection.md,Supporting Cloud IaaS Users in Detecting Performance-Based Violation for Streaming Applications,conferences,https://doi.org/10.1109/ICAC.2018.00027,
2018-09-24-energy-efficient-localised-rollback.md,Energy-efficient localised rollback via data flow analysis and frequency scaling,conferences,https://doi.org/10.1145/3236367.3236379,
2018-10-01-cluster18-proceedings.md,Proceedings: 2018 IEEE International Conference on Cluster Computing (CLUSTER),volumes,https://ieeexplore.ieee.org/xpl/conhome/8511027/proceeding,
2018-11-01-rads-real-time-anomaly-detection.md,RADS: Real-time Anomaly Detection System for Cloud Data Centres,techreports,https://arxiv.org/abs/1811.04481,
2018-11-01-rads-realtime-anomaly.md,RADS: Real-time Anomaly Detection System for Cloud Data Centres,techreports,https://arxiv.org/abs/1811.04481,
2018-12-01-code-data-transformations-garbage-collector.md,Code and Data Transformations to Address Garbage Collector Performance in Big Data Processing,conferences,https://doi.org/10.1109/HiPC.2018.00040,
2018-12-01-dynamic-precision-refinement.md,Energy-Efficient Iterative Refinement Using Dynamic Precision,manuscripts,https://doi.org/10.1109/JETCAS.2018.2850665,
2018-12-01-userspace-hypervisor-data-characterization.md,Userspace Hypervisor Data Characterization in Virtualized Environment,conferences,https://doi.org/10.1109/PADSW.2018.8644612,
2019-01-01-bio-inspired-growth-computational-design.md,Bio-Inspired Growth: Introducing Emergence into Computational Design,conferences,https://doi.org/10.3233/ATDE190067,
2019-01-01-design-gene-representations-emergent-design.md,Design Gene Representations for Emergent Innovative Design,conferences,https://doi.org/10.3233/ATDE190068,
2019-01-01-shimmer-heterogeneous-reliability-dram.md,Shimmer: Implementing a Heterogeneous-Reliability DRAM Framework on a Commodity Server,manuscripts,https://doi.org/10.1109/LCA.2019.2893189,
2019-01-01-smartmaas-framework-smart-manufacturing.md,SmartMaaS: A Framework for Smart Manufacturing-as-a-Service,conferences,https://doi.org/10.3233/ATDE190005,
2019-02-16-vebo-balanced-ordering-heuristic.md,VEBO: a vertex- and edge-balanced ordering heuristic to load balance parallel graph processing,conferences,https://doi.org/10.1145/3293883.3295703,
2019-03-01-significance-driven-data-truncation.md,Significance-Driven Data Truncation for Preventing Timing Failures,manuscripts,https://doi.org/10.1109/TDMR.2019.2898949,
2019-05-01-safire-fault-injection.md,SAFIRE: Scalable and Accurate Fault Injection for Parallel Multithreaded Applications,conferences,https://doi.org/10.1109/IPDPS.2019.00097,
2019-07-01-tapas-accuracy-predictor.md,TAPAS: Train-Less Accuracy Predictor for Architecture Search,conferences,https://doi.org/10.1609/aaai.v33i01.33013927,
2019-09-01-implementing-efficient-message-logging.md,Implementing efficient message logging protocols as MPI application extensions,conferences,https://doi.org/10.1145/3343211.3343219,
2019-11-01-fast-energy-efficient-olap-hybrid-memory.md,Fast and Energy-Efficient OLAP Data Management on Hybrid Main Memory Systems,manuscripts,https://doi.org/10.1109/TC.2019.2919287,
2019-11-01-hyperqueues-deterministic-concurrent-queues.md,Hyperqueues: Design and Implementation of Deterministic Concurrent Queues,manuscripts,https://doi.org/10.1145/3365660,
2019-11-01-workload-aware-dram-errors.md,Workload-Aware DRAM Error Prediction using Machine Learning,conferences,https://doi.org/10.1109/IISWC47752.2019.9041963,
2020-01-01-droidlight-intrusion-detection.md,DroidLight: Lightweight Anomaly-Based Intrusion Detection System for Smartphone Devices,conferences,https://doi.org/10.1145/3369740.3369796,
2020-01-01-fast-load-balance-parallel-graph-analytics.md,Fast load balance parallel graph analytics with an automatic graph data structure selection algorithm,manuscripts,https://doi.org/10.1016/j.future.2020.06.005,
2020-01-01-feasibility-fog-computing.md,Feasibility of Fog Computing,bookchapters,https://doi.org/10.1007/978-3-030-43795-4_5,
2020-02-01-dyverse-edge-scaling.md,DYVERSE: DYnamic VERtical Scaling in Multi-Tenant Edge Environments,manuscripts,https://doi.org/10.1016/j.future.2020.02.043,
2020-03-01-harmony-qos-energy.md,HaRMony: Heterogeneous-Reliability Memory and QoS-Aware Energy Management on Virtualized Servers,conferences,https://doi.org/10.1145/3373376.3378489,
2020-03-09-defcon-failure-prone-instruction-sequences.md,DEFCON: Generating and Detecting Failure-prone Instruction Sequences via Stochastic Search,conferences,https://doi.org/10.23919/DATE48585.2020.9116363,
2020-05-01-cross-architectural-power-modelling.md,Cross Architectural Power Modelling,conferences,https://doi.org/10.1109/CCGrid49817.2020.00-54,
2020-05-01-fast-analysis-prediction-vm-resource-utilisation.md,Fast Analysis and Prediction in Large Scale Virtual Machines Resource Utilisation,conferences,https://doi.org/10.5220/0009408701150126,
2020-07-01-riann-real-time-incremental-learning.md,RIANN: Real-time Incremental Learning with Approximate Nearest Neighbor on Mobile Devices,conferences,https://www.usenix.org/conference/opml20/presentation/liu,
2020-08-01-air-iterative-refinement-acceleration.md,AIR: Iterative refinement acceleration using arbitrary dynamic precision,manuscripts,https://doi.org/10.1016/j.parco.2020.102663,
2020-10-01-dstress-dram-viruses.md,DStress: Automatic Synthesis of DRAM Reliability Stress Viruses using Genetic Algorithms,conferences,https://doi.org/10.1109/MICRO50266.2020.00035,
2020-11-01-enorm-edge-resource-management.md,ENORM: A Framework For Edge NOde Resource Management,manuscripts,https://doi.org/10.1109/TSC.2017.2753775,
2021-02-01-linear-regression-ddos-attack-detection.md,Linear Regression Based DDoS Attack Detection,conferences,https://doi.org/10.1145/3457682.3457769,
2021-08-01-deployment-use-accelerators-duac-2021.md,Proceedings of the Workshop on Deployment and Use of Accelerators (DUAC),volumes,https://dl.acm.org/doi/proceedings/10.1145/3458744,
2021-11-01-revealing-dram-operating-guardbands.md,Revealing DRAM Operating GuardBands Through Workload-Aware Error Predictive Modeling,manuscripts,https://doi.org/10.1109/TC.2020.3033627,
2022-03-01-fpga-multitasking.md,"Efficient, Dynamic Multi-Task Execution on FPGA-Based Computing Systems",manuscripts,https://doi.org/10.1109/TPDS.2021.3101153,
2022-03-01-mixed-precision-kernel-recursive-least-squares.md,Mixed-Precision Kernel Recursive Least Squares,manuscripts,https://doi.org/10.1109/TNNLS.2020.3041677,
2022-05-01-gshare-gpu-memory.md,gShare: A centralized GPU memory management framework to enable GPU memory sharing for containers,manuscripts,https://doi.org/10.1016/j.future.2021.12.016,
2022-05-16-efficient-deep-learning-serverless.md,On Realizing Efficient Deep Learning Using Serverless Computing,conferences,https://doi.org/10.1109/CCGrid54584.2022.00031,
2022-06-01-power-log-roll-localized-rollback.md,Power Log'n'Roll: Power-Efficient Localized Rollback for MPI Applications Using Message Logging Protocols,manuscripts,https://doi.org/10.1109/TPDS.2021.3107745,
2022-08-01-message-2nd-duac-organizing-committee.md,Proceedings of the International Workshop on Deployment and Use of Accelerators,volumes,https://dl.acm.org/doi/proceedings/10.1145/3547276,
2023-01-01-auto-scaling-edge-cloud-network-slicing.md,Auto-scaling edge cloud for network slicing,manuscripts,https://doi.org/10.3389/fhpcp.2023.1167162,
2023-01-01-hotinfra-fine-grain-slicing.md,Fine-Grain Slicing of Edge Cloud Servers for Radio Workloads,workshops,https://hotinfra23.github.io/papers/hotinfra23-paper18.pdf,
2023-01-01-punching-holes-cloud-serverless-functions.md,Punching Holes in the Cloud: Direct Communication Between Serverless Functions,bookchapters,https://doi.org/10.1007/978-3-031-26633-1_2,
2023-06-01-decentralised-biomedical-signal-classification.md,Decentralised Biomedical Signal Classification using Early Exits,conferences,https://doi.org/10.1109/NEWCAS57931.2023.10198098,
2023-08-01-3rd-duac-workshop-organizing-committee.md,Proceedings of the International Workshop on Deployment and Use of Accelerators,volumes,https://dl.acm.org/doi/proceedings/10.1145/3605731,
2023-09-01-persistent-memory-stateful-serverless-computing.md,Towards Persistent Memory based Stateful Serverless Computing for Big Data Applications,techreports,https://arxiv.org/abs/2309.01662,
2024-02-01-efficient-python-interpreter-tiered-memory.md,Towards Efficient Python Interpreter for Tiered Memory Systems,conferences,https://par.nsf.gov/servlets/purl/10495376,
2024-03-01-parallel-islands-educational-video-game.md,Parallel Islands: A Parallel Computing Educational Video Game,conferences,https://dl.acm.org/doi/abs/10.1145/3626253.3635591,
2024-04-01-robust-optimal-joint-deployment-ric.md,On Robust Optimal Joint Deployment and Assignment of RAN Intelligent Controllers in O-RANs,manuscripts,https://doi.org/10.1109/OJCOMS.2024.3383607,
2024-05-01-application-attuned-memory-management.md,Application-Attuned Memory Management for Containerized HPC Workflows,conferences,https://doi.org/10.1109/IPDPS57955.2024.00019,
